"dc_title","writer","dc_date"
"오늘 왤케 조용함...??[4]  ","ㅇㅇ(118.160)  ","22:51"
"천사가 ㅈㄴ가져감[1]  ","새모이  ","22:50"
"술 참으면서 옛날 술상 생각나는데...  ","ㅂㄷㅂㄷ(126.204)  ","22:49"
"블루라벨 구형 얼마면사냐[4]  ","kwill  ","22:49"
"아시발 비노 뒤지기일보직전[3]  ","947097(180.230)  ","22:48"
"비너스 캔맥주랑 포세이돈 캔맥주는 종류가 뭐임?[1]  ","병력  ","22:48"
"찾았어 이제 엄마 오실때까지 대기[2]  ","따현  ","22:46"
"서울 왔다!!  ","야한병아리(223.39)  ","22:44"
"새술 깟어요[1]  ","TYC  ","22:44"
"봄베이로 진토닉 마셨더니 신나네[1]  ","체벨(175.113)  ","22:43"
"아 시발 맥주도 천사 있냐????[4]  ","ㅇㅇ(118.160)  ","22:38"
"코르크 안뽀개는방법 뭐없을까요[3]  ","ㅇㅇ(39.7)  ","22:38"
"금주하다 깨달은 사실[11]  ","토순쟝  ","22:36"
"봄베이빌런아 세금계산은 잘 하고 잇냐[1]  ","ㅇㅇ(118.220)  ","22:36"
"녹을때까지 존버한다   ","Landau  ","22:36"
"고량주)맛이 정말 궁금한 술[4]  ","Room  ","22:36"
"어니 어뜨테 잭다니엘스하나 안파는 편의점이있어[2]  ","따현  ","22:35"
"위스키 첫입문 봄베이 준비중[1]  ","ㅇㅇㅇ(39.7)  ","22:34"
"금주 2일차... 오느레 저녁상....[1]  ","ㅂㄷㅂㄷ(126.204)  ","22:33"
"마지막은 사이드카  ","겔렉이(121.191)  ","22:32"
"술먹기전에 양치질하냐??  ","ㅇㅇ(122.34)  ","22:31"
"안주로 아이스크림이 ㅆㅅㅌㅊ라는 사실을 아십니까[7]  ","ㅇㅇ(222.103)  ","22:27"
"^^*[1]  ","뱀맨뱀맨뱀맨뱀맨  ","22:26"
"주린이의 제임슨 & 제임슨 ipa 시음[7]  ","oo  ","22:25"
"와ㅋㅋㅋ사이드카만드는뎈ㅋㅋㅋㅋㅋㅋㅋㅋ[1]  ","Landau  ","22:24"
"렉스턴G4에다가 소주100병 물1.5L100병 맥주 20병 들어가려나[5]  ","와타시등장뀨  ","22:24"
"내 홈칵테일 꿀술... 사실 제이앤비 레시피임..[2]  ","ㅂㄷㅂㄷ(126.204)  ","22:23"
"신성모독[2]  ","5&#39;-11.7"".  ","22:22"
"주맥리) 맥파이 무진기행[2]  ","파인벨  ","22:22"
"근데ipa 타입맥주에  홍차잎첨가는 너무 쓰지 않을까?[2]  ","..  ","22:21"
"이게멀가 맛잇을가[2]  ","늒네야  ","22:20"
"좋은소식과 나쁜소식[4]  ","Room  ","22:19"
"좆같다[3]  ","ㅇㅇ(195.206)  ","22:17"
"2병째 가즈~~아  ","ㅇㅇ(182.225)  ","22:16"
"자신의 ‘흑역사’도 웃음으로 승화시킨 스타는?","운영자","19.05.07"
"아버지 생일로 잭다니엘 사고싶은데[6]  ","따현  ","22:15"
"시바 술안주로 튀김좀 할랬더니[1]  ","ㅇㅇ(182.231)  ","22:14"
"뭐?????봄베이 가격이 오른가ㄱㅗ@!??![3]  ","부-야  ","22:12"
"고릴라 병맥주소식[2]  ","파인벨  ","22:12"
"나는 술을 안 먹는데 아버지가 맥주 좋아하셔서[3]  ","ㅇㅇ(58.125)  ","22:10"
"아 이번달 최저시급도 못받게 상겻네[4]  ","부-야  ","22:10"
"햄버거가 찌개, 국밥류보다 건강식인거 알고있냐?[4]  ","ㅇㅇ(14.133)  ","22:10"
"와알못 안단걸로 이마트에있는 4~6만원대 추천좀해주세요  ","ㅇㅇ(211.36)  ","22:09"
"달린다 으어어어어어  ","겔렉이(121.191)  ","22:08"
"술 마시고 얼굴에 뭐 나는 사람 있냐 [4]  ","時雨  ","22:06"
"윈저 왜 극혐하는데[3]  ","blonde  ","22:05"
"저기... 누구한테 진짜 미안한데 드라이플라이 포트피니쉬[2]  ","해츨링  ","22:04"
"이거 설마 바사삭되나요[1]  ","ㅇㅇ(39.7)  ","22:02"
"신기한 꼬미수 버번 진짜 많구나[3]  ","ㅅㅍ  ","22:02"
"블랙은 그냥 마셔야 함? 안주 뭐 올리브 치즈 이런거 거르고?[3]  ","이상  ","22:00"
"ㅋㅋ 몇일전 롯백 갔는데 회코너 아줌마가[3]  ","김치먹다생강  ","21:59"
"미슐랭 초밥 레스토랑[5]  ","ㅇ(116.93)  ","21:58"
"꺼~~억  ","ㅇㅇ(182.225)  ","21:58"
"ㅋㅋ아 아까 초밥쥐려고 밥솥켯는데  ","부-야  ","21:57"
"형들 윈저는 어떰?[5]  ","이상  ","21:57"
"어제 먹던 사케 오늘 또 먹는다[3]  ","ㅇㅇ(222.103)  ","21:56"
"킹드벡은 샷잔에 따라도 향이 강려크함?[4]  ","ㅇㅇ(124.54)  ","21:56"
"형들 제이엔비 위스키 괜찮음?[8]  ","이상  ","21:52"
"님덜님덜 진토닉 만들때 레몬즙쓸라하는데  ","ㅇㅇ(211.36)  ","21:50"
"벤리악 예약했는데 재고있으려나  ","김노말  ","21:50"
"이번년도 2월달 돈키호테 샴페인가격[8]  ","늒네(175.223)  ","21:48"
"야이 시1발넘들아[8]  ","부-야  ","21:46"
"우리나라는 와인은 비싼데 샴페인은 또 엄청싼게 미스테리네 ㄷㄷㄷ[2]  ","222(49.181)  ","21:44"
"오늘예 맥주 산미구엘  ","궁닌  ","21:44"
"데자와 왜 러시안티를 단종시킨거지[4]  ","ㅇㅇ(223.62)  ","21:42"
"나만 블보 맛없냐[9]  ","Notender  ","21:41"
"위스키 오붓하게 마신다...[2]  ","아잨  ","21:39"
"양조) 밀크쉐이크ipa를 만들어보자[26]  ","파인벨  ","21:36"
"선물용으로 댈모어 12 별로야?[4]  ","ㅇㅇ(110.165)  ","21:35"
"와턱은 첨 땄을때가 넘 맛있어[1]  ","ㅇㅇ(223.62)  ","21:31"
"치킨시키고 나오는 콜라 모으는중[4]  ","A$APMOB  ","21:30"
"(정보?) 보리마루 반포한강시민공원 낮술행사?[4]  ","RSNA  ","21:27"
"장퓨n¹ 살까?[2]  ","ㅇㅇ(58.232)  ","21:26"
"이마트 1인계산대 민증없어도 됩니까[6]  ","ㅇㅇ(211.36)  ","21:23"
"청담와앤모 법뇌조 두병 남음 ㅇㅇ[8]  ","ㅇㅇ(223.38)  ","21:23"
"호랑이버섯 처음보니 신기하다 ㅋㅋㅋㅋㅋ[2]  ","hidro(113.131)  ","21:22"
"알콜 빌드업 실패했다  ","5&#39;-11.7"".  ","21:22"
"오널의 술상...[4]  ","ㅇ(116.93)  ","21:21"
"어버이날 선물 샀음 이정도면 평타임?[5]  ","ㅇㅇ(110.165)  ","21:18"
"1993빈티지 위스키 구할 곳 없나 [8]  ","윤이더+  ","21:18"
"저 같이 간 청결한 술알못 주린이는 뭐 마셔야 되나여[3]  ","궁서(106.102)  ","21:18"
"테디29 술조아합니다[5]  ","도련놈테디  ","21:17"
"릴)레이 하자 나부터 시작이야[2]  ","5&#39;-11.7"".  ","21:16"
"제임슨ipa 두잔째[7]  ","늒네야  ","21:16"
"형들 쉐리 하면 메캘란 ? 이랑 글렌드로낙이라는 데 둘이 비교하면 누구?[4]  ","ㅇ(222.111)  ","21:15"
"자신의 ‘흑역사’도 웃음으로 승화시킨 스타는?","운영자","19.05.07"
"짐빔이 왜이리 땡기지 [5]  ","윤이더+  ","21:14"
"샤또기로 나는 맛있던데   ","지랄낚시  ","21:13"
"오느르 위스키 한잔!  ","위스키  ","21:11"
"와 이거 탕이네여[16]  ","hidro(113.131)  ","21:11"
"근데 남대문 믿을만 해요?[5]  ","ㅇ(222.111)  ","21:11"
"근데 블루넌 병이 디게 예쁜거 같음  ","ㅇㅇ(121.187)  ","21:10"
"간수치 8~100 나오는 지방간인데[5]  ","ㅇㅇ(210.99)  ","21:09"
"스펜서 트라피스트, 로슈포르8, 버나두스 앱트12, 파운더스 포터 샀다  ","궁서(106.102)  ","21:09"
"주맥리] 병입 2년넘은  브라더델로니어스[1]  ","민물다람쥐  ","21:06"
"간단한 셰이크 칵텔 추천좀[7]  ","집탄소년단  ","21:06"
"독일 디저트와인도 좋은데[8]  ","지랄낚시  ","21:06"
"형님들 글렌드로낙 21년이 천상의 맛이라는데 남던 가면 20만원 정도에[10]  ","ㅇ(222.111)  ","21:05"
"반칙 좋더라[3]  ","ㅇㅇ(110.70)  ","21:05"
"광주에 베네딕틴 파는곳 있음?  ","ㅇㅇ(223.33)  ","21:03"
"방화 웨스트햄릿 문 닫았음? [1]  ","ㅇㅇ(175.223)  ","21:01"
"일가인 현재 이메뉴 주문중[5]  ","hidro(113.131)  ","21:01"
"향 다 날아간 와턱  ","ㅇㅇ(221.151)  ","21:01"
"상그리아 밀봉할때 가스 생기진 않죠?[5]  ","ㅇㅇ(39.7)  ","20:58"
"주리니 술알못인데 앱12가 쿼드루펠이야?[1]  ","궁서(106.102)  ","20:57"
"주갤님들 ㅇㅇ 동네 빠 가서 칵텔한잔만시키구[4]  ","개개  ","20:54"
"가산 노브랜드 가지 마세요[3]  ","포리프  ","20:54"
"응디궁디 코르크 바사삭 한거 바로 해결했다 이기야!![3]  ","ㅇㅇ(222.111)  ","20:54"
"(주맥리) stone woot stout[1]  ","5&#39;-11.7"".  ","20:53"
"겜할까 영화볼까[2]  ","ㅇㅇ  ","20:53"
"남던 얼마전에 갔다가 충격받음[3]  ","포리프  ","20:53"
"글렌피딕에서 시원한 향이 나네[3]  ","ㅇㅇ(180.68)  ","20:50"
"허니버터토스트? 왤케마니찾아 ㅅㅂ[5]  ","늒네야  ","20:45"
"아 씨발 ,,,, 개좆같네 아래 글렌드로낙 게인데  코르크 빠게졌는데 ,[12]  ","ㅇ(222.111)  ","20:43"
"칵테일바 뭐 입고 가야되여?[3]  ","ㅇㅇ(223.62)  ","20:42"
"홈플러스 와인 추천이닷![2]  ","그골(175.223)  ","20:39"
"뇌조중에 라이납 제일 높은게 벗뇌조임?[9]  ","ㅇㅇ(118.43)  ","20:37"
"와 씨발  글렌드로낙 18년 뭔데  뭔 위스키가 꼬냑 맛 나냐?[4]  ","ㅇ(222.111)  ","20:36"
"않이;; 조금씩 마시면 뜨겁고 목매우니까 한번에 마셔야지;;[4]  ","호이호이  ","20:35"
"남던에 cs네이비럼 같은 거 없나[12]  ","궁서(106.102)  ","20:35"
"주세가 낮아질거 같으면 술 안살텐데[7]  ","파야(114.201)  ","20:34"
"임스상미기한은 보통얼마나되요?[4]  ","ㅇㅇ(220.70)  ","20:34"
"와인특) 한병 다비우면 맥주 5도기준 2500ml ~ 3000ml느낌이[2]  ","hidro(110.70)  ","20:34"
"마감준비하고 갤질해야지[3]  ","늒네(222.107)  ","20:34"
"? 양주 홀짝홀짝 조금씩 마시는 거였어???[4]  ","호이호이  ","20:33"
"야 파나마럼 맛있다.[4]  ","ㅁㅁ(61.79)  ","20:33"
"드디어... 캔자니타 입수!!! 헤헷[3]  ","KAGURAYA  ","20:32"
"남던 맛집은 칼국수아님?  ","ㅇㅇ(211.115)  ","20:31"
"아까 베게글 쓴사람인데[3]  ","ㅇㅇ(223.39)  ","20:30"
"비와플 똥꼬쇼도 레전드였지[1]  ","전용잔  ","20:28"
"헤헤 술왔다[2]  ","ㅁㅁ(61.79)  ","20:26"
"동대문 쪽 사마르칸트 많이들 헷갈리는 거 같은데[11]  ","궁서(106.102)  ","20:23"
"보드카 어디서 젤 싸게삼??[1]  ","ㅇㅇ(110.70)  ","20:23"
"달달한 레드와인중에 도수 높은것도 있음?[9]  ","ㅇㅇ  ","20:17"
"똥꼬쇼의 전설은 홈플이었지...[17]  ","돈업썽  ","20:16"
"이런 상태면 나 술못먹냐?  ","큰머리거북이  ","20:15"
"자신의 ‘흑역사’도 웃음으로 승화시킨 스타는?","운영자","19.05.07"
"루비색은 엌대여??  ","위스키  ","20:14"
"주갤럼들 운동 얼만큼함?[7]  ","ㅇㅇ(223.62)  ","20:14"
"쓰까용 카시스는 디카이퍼 써도 무난?[2]  ","Hilda  ","20:14"
"모히또 만들때 얼음먼저 넣음?[4]  ","萩風  ","20:10"
"가끔은 평소에 술 많이마신거 후회됨[6]  ","김7l린  ","20:09"
"모히또 그리고.....[5]  ","ㅌㄴㅋㅌ  ","20:07"
"남던 부원면옥 맛이 참 독특하더라고(사진첨부)[13]  ","add(14.51)  ","20:07"
"아 씨발 후방추돌 사고냈다[3]  ","ㅇㅇ(175.223)  ","20:06"
"어버이날이여서 부모님한테 오.천.만.원 드림[11]  ","소고기＃U＃U  ","20:05"
"오늘은 꼭 술마신다[1]  ","포리프  ","20:04"
"달달한거[24]  ","늒네(222.107)  ","20:02"
"던킨도너츠 크림치즈 프레첼 맛있냐고 물어본 갤람 봐라[4]  ","소고기＃U＃U  ","20:00"
"뻘건거 말고 노란거 합시다 노란거[10]  ","지랄낚시  ","20:00"
"흙수저 주붕이 힘들게 번돈으로 와인 두병 삼[3]  ","ㅇㅇ  ","19:58"
"(정보/이벤트) 브루독 이태원 요일별 이벤트[5]  ","RSNA  ","19:56"
"블랙몰츠&바디솔츠  ","ㅇㅇ(121.142)  ","19:55"
"(정보/이벤트) 비어바나 위드 비밀 11~18시 얼리버드 맥주 20%할인  ","RSNA  ","19:54"
"핸앤몰 쉑마이스터 에일[1]  ","MJT  ","19:50"
"던킨도너츠 크림치즈 프레즐 맛있냐??[3]  ","김치먹다생강  ","19:50"
"보드카 냉동실에 계속 넣어놔도 댐?[1]  ","집탄소년단  ","19:47"
"금요일에 와앤모 올림픽점 가서 적뇌조 없으면[1]  ","ㄹㅋㄹㅋ  ","19:47"
"뉴우 요옥~  ","ㅇㅇ(223.62)  ","19:46"
"빈부격차[2]  ","ㅇㅇ(223.62)  ","19:45"
"퇴근~~~~![12]  ","위스키  ","19:44"
"념글 타노스 어디갔냐  ","ㅇㅇ(218.234)  ","19:44"
"만우절에 삼부카 머겄으면 압생트 별로 안 궁금했을 텐데  ","궁서(106.102)  ","19:44"
"[주맥리] 벨칭비버ㅡ 투스앤테일  ","장태주  ","19:43"
"캐런잔 깨졌다[5]  ","요설  ","19:42"
"애플퍼커나 크렘드민트같은거 상온에두면 안되려나[7]  ","ㅁㅅ  ","19:41"
"고도수 가격 싸지면 인싸들은 양주 벌컥벌컥 마시겠지[1]  ","궁서(106.102)  ","19:40"
"글파로 하이볼 먹어보신분?[7]  ","휴우대폰  ","19:39"
"이마트똥꼬쇼의 추억[6]  ","전용잔  ","19:39"
"청정 라거![7]  ","엠대디  ","19:36"
"와앤모 리델잔6개 12 괜춘?[9]  ","ㅇㅇ(223.38)  ","19:35"
"담탐 시발 [3]  ","똥겜유저  ","19:35"
"남던원정대 급구[3]  ","Peyrot  ","19:35"
"적뇌조 금요일까지 남아있을만한데 어디없음?[4]  ","ㄹㅋㄹㅋ  ","19:33"
"형들 ㄱ 할까 말까[6]  ","ㅇㅇ(110.165)  ","19:29"
"작년 하반기 야맥축제[2]  ","전용잔  ","19:29"
"팬텀브라이드 환불 언제 가냐[2]  ","파야(211.36)  ","19:27"
"이틀에 한번 소주 한병이면 건강에 큰무리는없지?[8]  ","ㅇㅇ(39.7)  ","19:27"
"금주2일차[1]  ","토실포동이  ","19:25"
"학교옆자리놈이 주갤기능사준비한대서[9]  ","Kuha(110.70)  ","19:25"
"친구들이랑 술마시면 리얼[6]  ","노루출몰지역  ","19:23"
"향 비교적 적은 바이주는 청향이라 밖에서 먹으시려면 청향사시길  ","hidro(221.161)  ","19:22"
"아 시발... 금요일에 고양스타필드 가려고 했는데[1]  ","ㄹㅋㄹㅋ  ","19:21"
"저 와인 맛있냐[6]  ","ㅇㅇ(125.189)  ","19:20"
"우리동네 과일맥주는 뭐로 만드나 했더니[2]  ","양파공장  ","19:17"
"레프트 핸드 브루잉 wake up dead nitro[1]  ","hidro(221.161)  ","19:16"
"주갤러들은 결혼하면 끔찍하겠다[4]  ","ㅇㅇ(175.223)  ","19:16"
"자신의 ‘흑역사’도 웃음으로 승화시킨 스타는?","운영자","19.05.07"
"전투음주[1]  ","전용잔  ","19:16"
"칵테일은 진짜 비율과 쉐이킹의 마법이네[1]  ","ㅇㅇ(210.178)  ","19:14"
"홈브루 이제 나오는구나[2]  ","ㅇㅇ(110.70)  ","19:10"
"분자 위스키 검색하다가 나온건데요  ","Lignin  ","19:09"
"당신들 술 이것저것 다 까놓나요?[2]  ","ㅇㅇ(39.7)  ","19:07"
"님들 그거 알아요?[1]  ","포리프  ","19:02"
"40도 넘는거 꼴깍거리는 놈들은[10]  ","ㅋㅋ(223.39)  ","18:58"
"와인 코르크 뿌서졌어ㅠㅠ[2]  ","ㅇㅇ(125.189)  ","18:56"
"하와와 주린쟝 오늘 저녁 먹는거시애오[2]  ","ㅇㅇ  ","18:56"
"근데 한국이 애초에 음식의 여유를 즐기질 못하는 듯[6]  ","ㅇㅇ(175.223)  ","18:56"
"한국 주세의 변화  ","소녀경  ","18:56"
"네이버 뿜 메인 간 주류갤 수배자.jpg[20]  ","ㅇㅇ(175.223)  ","18:55"
"라쿠텐으로 쉐이커 직구 질문  ","ㅇㅇ(121.131)  ","18:54"
"샵에 있으면서 가끔 힘들때[6]  ","늒네(222.107)  ","18:53"
"농향형 백주는[5]  ","ㅇㅇ(112.219)  ","18:52"
"홈바하면서 가장 놀랐던 일은 이거인듯[3]  ","ㅇㅇ(211.115)  ","18:51"
"홈바 하면  안좋은점[10]  ","ㅇㅇ(220.93)  ","18:49"
"오늘은 집가서 청주한사바리  ","ㅇㅇ(112.219)  ","18:48"
"이거 ipa 맞음?? 당당히ipa라써있는데[6]  ","ㅇㅇ(222.109)  ","18:48"
"주갤 평균 손님 접대법[5]  ","ㅇㅇ(223.39)  ","18:46"
"주정강화와인 처음 배울 때 넘 무서웠음[2]  ","궁서(106.102)  ","18:46"
"후 60만원 썼다[3]  ","음주가무  ","18:44"
"친구비껴서 ?000원할가[3]  ","늒네야  ","18:44"
"맞다 인싸술 이제 식당에서 병당 5000원된다면서[2]  ","ㅇㅇ(211.115)  ","18:43"
"제주면세점서 술사고 이거 선물로받앗어요[12]  ","알중의길(223.39)  ","18:42"
"이거 부모님 어버이날 선물로 개별로임?[7]  ","blonde  ","18:41"
"친구라고 착각하고 있는건 아닐까[5]  ","친구%20(223.39)  ","18:39"
"진이 다 병이 이쁘네[5]  ","집탄소년단  ","18:39"
"대충홈바하는 학식 자취생 홈바 안하는게 좋은이유알려드림[4]  ","ㅇㅇ(211.115)  ","18:38"
"뇌조면 개싼거 아니냐  ","5&#39;-11.7"".  ","18:37"
"주갤아죠씨들 Abomination 마셔보신 분 있음?[6]  ","Lignin  ","18:37"
"맥주까놨는데 어버이날 꽃사러 간다[2]  ","신다린  ","18:34"
"아무튼 맥주 삼 - 스펜서 트라피스트, 버나두스 앱12, 파운더스 포터[2]  ","궁서(106.102)  ","18:33"
"술이란게 그런거같다[21]  ","늒네(222.107)  ","18:32"
"주정강화와인들 퍼포먼스가 좋으니깐 그 캐스크들로 위스키를 숙성하지[13]  ","hidro(118.47)  ","18:31"
"인천 부천서울에 금뇌조파는데있어?[2]  ","ㅇㅇ(121.173)  ","18:30"
"근데 적뇌조 같은 건 어디서 평을 보고 사는 걸까[6]  ","궁서(106.102)  ","18:29"
"그냥 술 취미 없는 애들과는 밖에서 소주맥주나 깔짝이는걸로...[5]  ","ㅇㅇ(175.223)  ","18:29"
"셰리 280ml 정도 마셨는데 일반와인 3/4병 마신급이네[4]  ","hidro(118.47)  ","18:27"
"적뇌조,법뇌조 아직도 재고 남아있었다니[3]  ","전용잔  ","18:26"
"어제 꿈에서 하이볼 마시는 꿈 꿨는데[1]  ","ㅇㅇ(106.102)  ","18:26"
"인싸들은 원래 단 거 좋아하냐[5]  ","ㅇㅇ(222.109)  ","18:26"
"일본가서 부모님께 드릴 일본주 추천좀[2]  ","ㅇㅇ(1.240)  ","18:25"
"제임슨 ipa 캐스크 머거보고 싶다[2]  ","ㅇㅇ(27.173)  ","18:25"
" 일마존 직구해본사람?[4]  ","ㅇㅇ(39.7)  ","18:25"
"얼마전에 와턱 101사는꿈꿧눈[3]  ","ㄷE  ","18:23"
"와 먹는다 알콜 오늘[3]  ","5&#39;-11.7"".  ","18:22"
"유럽여행 가보긴해야하는데[6]  ","hidro(118.47)  ","18:21"
"나도 홈바 갠차는게[6]  ","파란별  ","18:20"
"근데 뭔 테일러 뭐 저렴하게 파는 거 있음?[4]  ","궁서(106.102)  ","18:19"
"자신의 ‘흑역사’도 웃음으로 승화시킨 스타는?","운영자","19.05.07"
"홈바할때 술좋아하는 친구만 불러라[4]  ","늒네(222.107)  ","18:18"
"엔트리급 올로로소 드라이 셰리 좋은점이 단맛이 없다고 까더래도[8]  ","hidro(118.47)  ","18:18"
"인싸들은 외이로캐 완샷을 조와하는걸가[6]  ","ㄷE  ","18:17"
"아맞다 와턱101 품절떳대[5]  ","늒네야  ","18:16"
"맥쉐리+1792스몰배치+버팔로=20.2 vs EH 테일러 스몰배치16.5[1]  ","ㅇㅇ(220.93)  ","18:16"
"홈바 나는 ㄱㅊ을거같은데[4]  ","집탄소년단  ","18:16"
"한국 치안이 ㅆㅅㅌㅊ이긴 한듯 ㅋㅋ[3]  ","ㅋㅋ(223.39)  ","18:15"
"맥주마셨다  ","달성애자  ","18:14"
"벌컼벌컼 드셈[11]  ","늒네야  ","18:12"
"주린이 냉장고 든-든[3]  ","ㅇㅇ(117.111)  ","18:11"
"친구 초대하고 봉변당하는게 흔한가봐?[5]  ","ㅇㅇ(175.223)  ","18:09"
"맥주예 양하고 탄산때문애 고도수보다 배부르긴 하눈...  ","ㄷE  ","18:08"
"도서관 톡방 갑분싸 심하네[9]  ","ㅇㅇ(39.127)  ","18:05"
"와앤모서 캐나디안12 4.6 캐나디안쉐리 8.5 틸링 10에 파네  ","궁서(106.102)  ","18:05"
"포도로 맹근 뷰-드카 보고 가-세요[8]  ","ㅇㅇ(175.223)  ","18:05"
"ㅁㅌㅊ??[2]  ","ㅌㄴㅋㅌ  ","18:05"
"형님들 주린이 저번에 먹은 술이 뭔지 모르겠어요 [9]  ","달달.  ","18:04"
"다시 드라이 셰리 마시고 있는데 좀 적응되네요[3]  ","hidro(118.47)  ","18:04"
